LI_ACS03A:RG01  +0.307743  +142.65    146.171296
LI_ACS03A:RG02  +0.307743  +143.99    146.260613
LI_ACS03A:RG03  +0.307743  +145.25    146.349930
LI_ACS03A:RG04  +0.307743  +146.43    146.439247
LI_ACS03A:RG05  +0.307743  +147.53    146.528564
LI_ACS03A:RG06  +0.307743  +148.54    146.617881
LI_ACS03A:RG07  +0.307743  +149.47    146.707198
LI_ACS03A:RG08  +0.307743  +150.32    146.796515
LI_ACS03A:RG09  +0.307743  +151.09    146.885832
LI_ACS03A:RG10  +0.307743  +151.76    146.975149
LI_ACS03A:RG11  +0.307743  +152.36    147.064466
LI_ACS03A:RG12  +0.307743  +152.86    147.153783
LI_ACS03A:RG13  +0.307743  +153.28    147.243100
LI_ACS03A:RG14  +0.307743  +153.62    147.332417
LI_ACS03A:RG15  +0.307743  +153.87    147.421734
LI_ACS03A:RG16  +0.307743  +154.03    147.511051
LI_ACS03A:RG17  +0.307743  +154.11    147.600368
LI_ACS03B:RG01  +0.307743  +154.20    148.493650
LI_ACS03B:RG02  +0.307743  +154.11    148.582967
LI_ACS03B:RG03  +0.307743  +153.93    148.672284
LI_ACS03B:RG04  +0.307743  +153.67    148.761601
LI_ACS03B:RG05  +0.307743  +153.32    148.850918
LI_ACS03B:RG06  +0.307743  +152.88    148.940235
LI_ACS03B:RG07  +0.307743  +152.37    149.029552
LI_ACS03B:RG08  +0.307743  +151.77    149.118869
LI_ACS03B:RG09  +0.307743  +151.08    149.208186
LI_ACS03B:RG10  +0.307743  +150.32    149.297503
LI_ACS03B:RG11  +0.307743  +149.47    149.386820
LI_ACS03B:RG12  +0.307743  +148.55    149.476137
LI_ACS03B:RG13  +0.307743  +147.54    149.565454
LI_ACS03B:RG14  +0.307743  +146.46    149.654771
LI_ACS03B:RG15  +0.307743  +145.30    149.744088
LI_ACS03B:RG16  +0.307743  +144.07    149.833405
LI_ACS03B:RG17  +0.307743  +142.76    149.922722
LI_ACS04A:RG01  +0.312316  +142.94    150.822792
LI_ACS04A:RG02  +0.312316  +144.23    150.913481
LI_ACS04A:RG03  +0.312316  +145.43    151.004170
LI_ACS04A:RG04  +0.312316  +146.57    151.094860
LI_ACS04A:RG05  +0.312316  +147.62    151.185549
LI_ACS04A:RG06  +0.312316  +148.59    151.276238
LI_ACS04A:RG07  +0.312316  +149.48    151.366927
LI_ACS04A:RG08  +0.312316  +150.29    151.457616
LI_ACS04A:RG09  +0.312316  +151.02    151.548305
LI_ACS04A:RG10  +0.312316  +151.67    151.638994
LI_ACS04A:RG11  +0.312316  +152.24    151.729683
LI_ACS04A:RG12  +0.312316  +152.72    151.820372
LI_ACS04A:RG13  +0.312316  +153.12    151.911061
LI_ACS04A:RG14  +0.312316  +153.44    152.001750
LI_ACS04A:RG15  +0.312316  +153.68    152.092439
LI_ACS04A:RG16  +0.312316  +153.83    152.183128
LI_ACS04A:RG17  +0.312316  +153.91    152.273817
LI_ACS04B:RG01  +0.312316  +153.99    153.180825
LI_ACS04B:RG02  +0.312316  +153.90    153.271514
LI_ACS04B:RG03  +0.312316  +153.72    153.362203
LI_ACS04B:RG04  +0.312316  +153.47    153.452892
LI_ACS04B:RG05  +0.312316  +153.13    153.543581
LI_ACS04B:RG06  +0.312316  +152.71    153.634270
LI_ACS04B:RG07  +0.312316  +152.21    153.724959
LI_ACS04B:RG08  +0.312316  +151.63    153.815648
LI_ACS04B:RG09  +0.312316  +150.98    153.906337
LI_ACS04B:RG10  +0.312316  +150.24    153.997026
LI_ACS04B:RG11  +0.312316  +149.43    154.087715
LI_ACS04B:RG12  +0.312316  +148.54    154.178405
LI_ACS04B:RG13  +0.312316  +147.57    154.269094
LI_ACS04B:RG14  +0.312316  +146.53    154.359783
LI_ACS04B:RG15  +0.312316  +145.41    154.450472
LI_ACS04B:RG16  +0.312316  +144.22    154.541161
LI_ACS04B:RG17  +0.312316  +142.96    154.631850
LI_ACS05A:RG01  +0.316705  +143.22    155.545478
LI_ACS05A:RG02  +0.316705  +144.45    155.637506
LI_ACS05A:RG03  +0.316705  +145.61    155.729534
LI_ACS05A:RG04  +0.316705  +146.70    155.821562
LI_ACS05A:RG05  +0.316705  +147.71    155.913589
LI_ACS05A:RG06  +0.316705  +148.64    156.005617
LI_ACS05A:RG07  +0.316705  +149.49    156.097645
LI_ACS05A:RG08  +0.316705  +150.27    156.189673
LI_ACS05A:RG09  +0.316705  +150.97    156.281701
LI_ACS05A:RG10  +0.316705  +151.59    156.373729
LI_ACS05A:RG11  +0.316705  +152.13    156.465757
LI_ACS05A:RG12  +0.316705  +152.59    156.557785
LI_ACS05A:RG13  +0.316705  +152.98    156.649813
LI_ACS05A:RG14  +0.316705  +153.28    156.741841
LI_ACS05A:RG15  +0.316705  +153.51    156.833869
LI_ACS05A:RG16  +0.316705  +153.65    156.925897
LI_ACS05A:RG17  +0.316705  +153.72    157.017925
LI_ACS05B:RG01  +0.316705  +153.80    157.938325
LI_ACS05B:RG02  +0.316705  +153.71    158.030353
LI_ACS05B:RG03  +0.316705  +153.54    158.122381
LI_ACS05B:RG04  +0.316705  +153.29    158.214409
LI_ACS05B:RG05  +0.316705  +152.96    158.306437
LI_ACS05B:RG06  +0.316705  +152.56    158.398465
LI_ACS05B:RG07  +0.316705  +152.08    158.490493
LI_ACS05B:RG08  +0.316705  +151.52    158.582521
LI_ACS05B:RG09  +0.316705  +150.89    158.674549
LI_ACS05B:RG10  +0.316705  +150.18    158.766577
LI_ACS05B:RG11  +0.316705  +149.39    158.858605
